Order_ID,Date,Region,Category,Product,Customer,Price,Quantity,Sales,Target
1094,2024-10-20,East,Electronics,Camera,Customer_49,65572,4,262288,237244.4
1095,2023-12-02,West,Electronics,Headphones,Customer_36,15899,3,47697,45371.78
1096,2024-03-07,Central,Furniture,Sofa,Customer_7,129433,1,129433,128280.02
1097,2023-12-25,South,Electronics,Smartwatch,Customer_26,7496,1,7496,8067.72
1098,2023-01-21,North,Electronics,Monitor,Customer_73,17986,2,35972,31938.33
1099,2023-08-12,Central,Electronics,Printer,Customer_96,21793,3,65379,58863.12
1100,2023-04-28,East,Home Appliances,Washing Machine,Customer_74,40384,1,40384,41337.28
1101,2024-11-24,South,Home Appliances,Microwave,Customer_14,20997,2,41994,36652.32
1102,2024-12-14,Central,Furniture,Office Chair,Customer_6,49843,5,249215,272057.65
1103,2023-12-22,East,Fashion,Jeans,Customer_2,4509,3,13527,11777.78
1104,2024-03-06,West,Fashion,Shoes,Customer_91,2729,4,10916,12424.99
1105,2023-06-06,East,Electronics,Camera,Customer_79,76173,5,380865,434049.8
1106,2024-07-05,Central,Fashion,Shoes,Customer_35,8616,4,34464,37831.84
1107,2023-11-27,South,Electronics,Smartwatch,Customer_97,8679,3,26037,29017.96
1108,2024-04-20,East,Fashion,Backpack,Customer_24,7209,3,21627,18569.16
1109,2024-05-14,Central,Electronics,Headphones,Customer_90,12626,3,37878,36063.71
1110,2023-10-10,North,Fashion,Jeans,Customer_31,1083,5,5415,6142.88
1111,2024-02-21,West,Fashion,Shoes,Customer_58,10096,2,20192,21346.64
1112,2023-01-18,South,Electronics,Tablet,Customer_40,34283,2,68566,66599.55
1113,2024-11-10,East,Fashion,Backpack,Customer_55,7046,4,28184,28636.12
1114,2024-07-17,East,Furniture,Dining Table,Customer_30,61112,4,244448,227648.29
1115,2023-05-04,South,Electronics,Headphones,Customer_25,11339,1,11339,12165.21
1116,2023-08-10,Central,Fashion,Shoes,Customer_77,5530,5,27650,31603.46
1117,2023-10-17,East,Home Appliances,Smart TV,Customer_23,139134,2,278268,261258.57
1118,2023-11-06,North,Electronics,Laptop,Customer_71,110010,2,220020,205123.19
1119,2023-10-27,North,Home Appliances,Refrigerator,Customer_74,108606,4,434424,382630.36
1120,2023-10-19,North,Fashion,Shoes,Customer_33,8843,4,35372,33681.64
1121,2024-05-04,North,Home Appliances,Smart TV,Customer_74,137756,1,137756,133652.56
1122,2024-10-06,East,Mobiles,Smartphone,Customer_11,34887,2,69774,76286.89
1123,2023-09-12,Central,Home Appliances,Smart TV,Customer_29,103147,4,412588,425747.62
1124,2024-06-19,Central,Home Appliances,Microwave,Customer_55,22762,4,91048,85512.82
1125,2023-11-09,North,Fashion,Backpack,Customer_98,1986,5,9930,11300.66
1126,2023-08-01,South,Electronics,Headphones,Customer_71,9671,1,9671,8676.02
1127,2023-03-18,Central,Home Appliances,Washing Machine,Customer_61,20175,4,80700,79501.69
1128,2023-10-26,West,Mobiles,Smartphone,Customer_10,45340,3,136020,144465.04
1129,2024-12-04,South,Electronics,Smartwatch,Customer_55,20337,5,101685,106601.97
1130,2023-04-28,South,Fashion,Jeans,Customer_10,2841,2,5682,6378.18
1131,2023-03-03,Central,Home Appliances,Washing Machine,Customer_37,71945,3,215835,221989.15
1132,2024-03-25,East,Home Appliances,Smart TV,Customer_65,91433,3,274299,290735.03
1133,2024-07-06,West,Fashion,Shoes,Customer_95,8172,1,8172,8412.35
1134,2023-11-27,Central,Electronics,Monitor,Customer_76,24408,1,24408,21415.53
1135,2023-01-22,South,Furniture,Sofa,Customer_61,95529,1,95529,103069.36
1136,2024-06-15,West,Electronics,Printer,Customer_82,23229,2,46458,53384.13
1137,2024-05-18,East,Electronics,Tablet,Customer_86,45802,3,137406,133627.94
1138,2023-04-18,East,Home Appliances,Washing Machine,Customer_85,41614,4,166456,176127.44
1139,2024-02-15,East,Fashion,Jeans,Customer_42,1300,4,5200,4557.37
1140,2023-04-29,North,Home Appliances,Microwave,Customer_85,36341,5,181705,199417.27
1141,2024-07-09,East,Electronics,Printer,Customer_80,32082,1,32082,29075.11
1142,2024-05-25,South,Electronics,Printer,Customer_37,8382,2,16764,15592.48
1143,2024-03-24,Central,Fashion,Shoes,Customer_31,2989,1,2989,3413.27
1144,2024-12-27,West,Home Appliances,Washing Machine,Customer_12,40365,5,201825,172379.2
1145,2023-08-19,South,Home Appliances,Smart TV,Customer_64,90482,1,90482,94491.52
1146,2023-10-26,West,Fashion,T-Shirt,Customer_32,2739,4,10956,12056.17
1147,2024-04-12,Central,Fashion,Jeans,Customer_66,2184,4,8736,7925.15
1148,2023-05-20,Central,Electronics,Tablet,Customer_35,33104,4,132416,126055.08
1149,2023-01-03,West,Furniture,Office Chair,Customer_20,24566,5,122830,125775.1
1150,2024-04-02,Central,Fashion,Jeans,Customer_49,4967,3,14901,14151.96
1151,2024-04-11,South,Furniture,Dining Table,Customer_100,39727,2,79454,81165.38
1152,2024-02-25,West,Mobiles,Smartphone,Customer_50,56704,4,226816,240780.69
1153,2024-11-10,Central,Home Appliances,Refrigerator,Customer_43,89923,1,89923,79840.28
1154,2023-04-13,North,Electronics,Printer,Customer_93,11534,5,57670,64771.05
1155,2023-05-28,East,Electronics,Camera,Customer_44,70464,1,70464,69819.06
1156,2024-09-30,Central,Home Appliances,Microwave,Customer_49,29293,1,29293,32384.28
1157,2023-11-21,South,Fashion,Shoes,Customer_81,9864,1,9864,10211.59
1158,2024-12-01,North,Furniture,Office Chair,Customer_98,19908,1,19908,19513.65
1159,2024-10-10,North,Home Appliances,Smart TV,Customer_6,88153,2,176306,186567.07
1160,2023-11-29,South,Mobiles,Smartphone,Customer_32,53452,3,160356,154335.01
1161,2024-06-27,North,Electronics,Camera,Customer_79,178354,2,356708,321392.16
1162,2024-01-27,Central,Electronics,Monitor,Customer_19,52769,2,105538,105464.14
1163,2023-08-26,North,Electronics,Printer,Customer_60,46805,3,140415,138711.93
1164,2023-10-22,East,Fashion,Jeans,Customer_76,2294,1,2294,2253.9
1165,2023-11-03,South,Electronics,Camera,Customer_50,95561,4,382244,421841.11
1166,2024-05-09,Central,Home Appliances,Smart TV,Customer_38,61091,4,244364,249636.6
1167,2024-12-17,Central,Furniture,Office Chair,Customer_88,6437,4,25748,24006.0
1168,2023-02-20,East,Electronics,Monitor,Customer_100,56835,4,227340,250040.28
1169,2023-08-24,Central,Electronics,Monitor,Customer_33,31089,2,62178,64726.39
1170,2024-11-25,North,Home Appliances,Refrigerator,Customer_40,107345,1,107345,120336.01
1171,2024-03-27,East,Mobiles,Smartphone,Customer_42,62823,2,125646,110196.57
1172,2024-03-01,East,Home Appliances,Washing Machine,Customer_68,33159,2,66318,72018.29
1173,2024-05-28,West,Furniture,Sofa,Customer_38,128851,2,257702,238913.21
1174,2023-12-13,South,Home Appliances,Smart TV,Customer_87,91385,1,91385,81536.17
1175,2024-11-21,West,Home Appliances,Microwave,Customer_2,39695,5,198475,190482.91
1176,2023-09-28,East,Fashion,Jeans,Customer_75,2012,4,8048,7730.71
1177,2024-01-26,Central,Home Appliances,Air Conditioner,Customer_72,44201,2,88402,87645.55
1178,2023-12-02,West,Electronics,Monitor,Customer_90,22507,1,22507,23421.26
1179,2023-11-06,North,Electronics,Camera,Customer_39,60585,2,121170,104642.9
1180,2024-05-19,South,Home Appliances,Smart TV,Customer_50,42739,2,85478,95408.65
1181,2024-04-09,South,Home Appliances,Air Conditioner,Customer_54,117881,5,589405,575104.87
1182,2024-11-01,East,Home Appliances,Smart TV,Customer_5,139273,4,557092,576420.68
1183,2024-12-07,South,Home Appliances,Air Conditioner,Customer_47,58477,4,233908,230027.18
1184,2023-04-12,East,Home Appliances,Air Conditioner,Customer_25,101364,3,304092,264002.04
1185,2023-05-06,Central,Electronics,Printer,Customer_3,11007,2,22014,22949.84
1186,2023-02-21,South,Furniture,Dining Table,Customer_9,46925,2,93850,101929.87
1187,2024-07-21,South,Electronics,Headphones,Customer_43,20214,2,40428,44224.83
1188,2023-06-01,South,Electronics,Monitor,Customer_17,8185,3,24555,27195.2
1189,2024-07-07,North,Furniture,Sofa,Customer_17,124662,2,249324,220147.58
1190,2023-01-16,South,Home Appliances,Air Conditioner,Customer_34,61186,5,305930,289755.92
1191,2023-02-23,North,Home Appliances,Refrigerator,Customer_61,80176,5,400880,354415.92
1192,2024-04-04,Central,Home Appliances,Air Conditioner,Customer_29,97271,5,486355,429313.44
1193,2024-09-21,North,Mobiles,Smartphone,Customer_8,83347,3,250041,246893.67
1194,2024-05-05,West,Home Appliances,Microwave,Customer_10,21968,1,21968,21903.87
1195,2023-03-24,East,Furniture,Dining Table,Customer_80,94730,2,189460,164774.25
1196,2024-10-10,Central,Fashion,Backpack,Customer_68,9984,3,29952,28881.85
1197,2023-10-29,North,Electronics,Printer,Customer_84,38131,5,190655,186662.65
1198,2024-10-28,South,Fashion,Jeans,Customer_53,6905,2,13810,13520.28
1199,2023-12-14,East,Electronics,Printer,Customer_55,31131,4,124524,133101.68
1200,2023-11-17,West,Furniture,Sofa,Customer_9,69060,2,138120,145861.12
